cond,position,pA,pB,pD,vA,vB,vD
X,horesrace,0.9779932501,0.3733816068,0.5642014712,100.3507920026,98.0046942178,99.7729040127
X,horesrace,0.3055424183,0.9192163364,0.3852102347,103.8137767454,103.1291443434,99.0454567693
X,horesrace,0.9845769948,0.1283242181,0.2739437197,110.7673051245,99.5660373277,99.9216894032
X,horesrace,0.7407050827,0.4602984155,0.2736646296,97.7722147165,101.5295515053,105.5392112265
X,horesrace,0.5335920153,0.8495025949,0.7175948166,94.2163267938,102.6852658654,110.3671820489
X,horesrace,0.4582136001,0.1017794264,0.8307686388,99.102177724,104.8322351882,102.3732933143
X,horesrace,0.0811510712,0.6224026482,0.2280404884,105.1948122728,104.4386981766,99.9538235354
X,horesrace,0.1223688137,0.2935949843,0.1722445893,94.7099948874,103.4481137997,107.7771499963
X,horesrace,0.9404055774,0.7230175268,0.4823974522,96.8477282507,92.8288320016,98.2882869652
X,horesrace,0.0100675039,0.1612706501,0.4706525549,100.1932817896,90.2588801432,101.7361919621
X,horesrace,0.0660131178,0.3959348947,0.2297588149,102.8937998832,91.6147139648,99.7110233224
X,horesrace,0.1840476084,0.8947172062,0.9559159447,103.6130597694,93.1701134145,101.4105046828
X,horesrace,0.5097645011,0.034002891,0.8211307861,91.114420645,104.7951417301,103.4675658946
X,horesrace,0.261125573,0.613286102,0.2288651057,104.272740266,100.1579872894,94.3582430793
X,horesrace,0.6107642492,0.0760299575,0.6883340052,97.4314643585,101.1972136919,94.5368471278
X,horesrace,0.4098724744,0.925394983,0.2352078892,93.1971453385,97.4200281135,98.6740176992
X,horesrace,0.6823505841,0.141330468,0.3092995409,102.4366716913,97.091567359,100.4366842299
X,horesrace,0.0134449461,0.3740570839,0.558147066,99.3342123132,89.4934127455,100.6120587582
X,horesrace,0.4534780981,0.5906630007,0.6115303801,89.5183238432,96.0547103854,100.5670068533
X,horesrace,0.2508224701,0.107149695,0.7775650208,96.8869106686,95.2775332491,88.7503738535
X,horesrace,0.4743390954,0.702929622,0.1424091454,90.8928754746,99.8534272119,99.2464567956
X,horesrace,0.8286164589,0.32823491,0.5413877915,102.9789382303,111.789027077,105.4027980661
X,horesrace,0.3191276423,0.822188104,0.5577569094,94.400501931,110.1288777341,100.4413719983
X,horesrace,0.7253635377,0.4551366835,0.940067535,106.0242646361,99.956923325,102.3847396124
X,horesrace,0.3114958473,0.5463891546,0.6719253615,101.4223532304,107.445799119,107.3867155688
X,horesrace,0.3550252663,0.1811868169,0.8006051935,94.9806701671,105.2209975016,96.9549401057
X,horesrace,0.1118661321,0.8844678109,0.5872382952,95.0014552824,95.2967582131,101.2935657642
X,horesrace,0.2277988356,0.2231128272,0.5356347819,100.738744285,100.3922750854,99.4299769999
X,horesrace,0.6878795188,0.5722332993,0.1663466259,95.4411631328,96.0104129935,104.5038712488
X,horesrace,0.964013662,0.0629334843,0.2589205015,108.8111247816,105.3708455256,104.9917312944
X,horesrace,0.2205471685,0.8097737362,0.4267039499,107.1105848431,97.2995976436,107.6630072529
X,horesrace,0.7487916821,0.5848310092,0.5922889237,96.1969699769,93.393904375,96.2443415959
X,horesrace,0.2444452613,0.1752139989,0.3652197728,100.4159502161,96.0517926696,97.2060465487
X,horesrace,0.597388254,0.433271504,0.9529400719,100.7496299363,92.9384236835,89.5505981822
X,horesrace,0.9642209914,0.1398919851,0.9192264259,91.710340751,93.2821627714,107.5824406938
X,horesrace,0.04166827,0.1643068115,0.5704057033,96.8109922695,91.4243301305,92.466885148
X,horesrace,0.0071861688,0.0516018171,0.356587393,98.1118814904,106.7386056601,108.8296959234
X,horesrace,0.8088042478,0.7489564691,0.0117126079,89.8465397594,98.2112923759,103.0552625748
X,horesrace,0.672342577,0.8054468969,0.3355378371,104.4135907794,98.6582673034,104.3127866517
X,horesrace,0.6843184093,0.157811116,0.6682168383,99.5497812724,99.2402267131,96.5652911051
X,horesrace,0.7625871594,0.5072408249,0.7576248103,100.2931015252,97.8971990454,103.9296417221
X,horesrace,0.5912449236,0.8138589927,0.4162789606,99.5192555513,109.0465936561,102.3149232677
X,horesrace,0.6717423589,0.6206133557,0.4007325971,100.8265283431,102.5337594994,96.9878153138
X,horesrace,0.5177342056,0.9684184147,0.525752051,99.0965578066,107.1822693426,104.0605038062
X,horesrace,0.1591283232,0.5704173462,0.0424656314,98.3936810392,94.6491919677,101.8285503421
X,horesrace,0.6502774442,0.8668988077,0.7521690072,102.9818874836,103.2153313437,100.7980403033
X,horesrace,0.2403034095,0.0896706157,0.247499967,105.8556283247,96.4758889903,106.3706995143
X,horesrace,0.9438482805,0.7429259382,0.3019033284,102.6640757718,102.9149311647,97.8120531241
X,horesrace,0.4938178668,0.2898515677,0.9664465266,99.9641660639,98.2296485657,95.6376796572
X,horesrace,0.437988006,0.5429807794,0.0560773106,95.3057993565,95.5887028783,101.1547592795
X,horesrace,0.6803334877,0.0672085555,0.6979477101,100.0220054958,101.6083042836,90.9820475429
X,horesrace,0.902185325,0.9445857215,0.9880125385,87.2410715136,104.3374332965,97.3950346568
X,horesrace,0.5867681997,0.2360057465,0.0906739244,96.1194672656,109.7362921793,101.4768362921
X,horesrace,0.3364450999,0.5537677619,0.9229676775,99.507076417,101.610636964,102.7589104491
X,horesrace,0.9784891116,0.4041113525,0.361396559,93.7030471796,101.0094207944,100.0526689759
X,horesrace,0.3972234863,0.5923488624,0.249315056,89.377341561,101.8690613818,103.9145699941
X,horesrace,0.7058248275,0.8168749767,0.3357268272,100.2125379446,99.0885287997,96.4718083815
X,horesrace,0.0743974834,0.9916290327,0.5694394142,98.9532884425,95.2069133156,99.2416226534
X,horesrace,0.5229685109,0.6811397539,0.9583542165,114.109144565,101.2782326242,106.5617523864
X,horesrace,0.6284027356,0.634853028,0.8857343378,99.398283583,100.6284993223,92.9830088802
X,horesrace,0.7656328604,0.1989380384,0.3206500297,95.2095610244,98.2250969923,99.2368092271
X,horesrace,0.076134166,0.7792470234,0.190397267,103.9456556028,100.002454138,102.3682193466
X,horesrace,0.2306477432,0.4505497387,0.3528904621,96.5754148333,99.1268970881,96.5549412853
X,horesrace,0.6395550787,0.078415435,0.4230298537,98.5159116396,113.3140331614,105.2841574964
X,horesrace,0.3560829822,0.3267551025,0.189042055,94.0499197242,109.0905718581,99.260569908
X,horesrace,0.917450571,0.5384750904,0.0785769441,97.3768596187,91.5079764184,99.4272715971
X,horesrace,0.9292024057,0.229955083,0.9457427193,104.9277858007,91.8975472843,97.0604437911
X,horesrace,0.4977133428,0.2840961313,0.591251689,94.8011184271,98.3869583339,101.954129604
X,horesrace,0.0989040849,0.5608528245,0.7827384914,101.3457031601,92.0134956791,100.1895499211
X,horesrace,0.9002915875,0.4609369629,0.3238413285,102.6317020144,97.1496190825,94.3314398033
X,horesrace,0.55677441,0.6283871015,0.592907408,97.8991637906,101.3448030061,104.4689137639
X,horesrace,0.3037463436,0.7522532472,0.2784817868,97.8703220282,103.7397299276,96.3414848917
X,horesrace,0.4549389777,0.4462660409,0.571679211,96.7014703253,100.3726216814,98.9690992141
X,horesrace,0.0498886402,0.5787672673,0.4942087319,96.7073794332,97.2159564175,100.5031427065
X,horesrace,0.2577839612,0.6154214453,0.9664845103,99.6937070945,102.0031037581,108.2748234931
X,horesrace,0.507378316,0.4424547579,0.105422982,99.6175856921,109.1375925996,94.5434155239
X,horesrace,0.9125681834,0.3767604074,0.5515673326,106.8219147652,106.9713380269,98.6148400393
X,horesrace,0.9738010743,0.9426643143,0.4522762531,101.6121829868,95.1990714545,106.2220169573
X,horesrace,0.6567716415,0.5650990002,0.0288449835,107.4240074548,110.2527823734,91.7574892454
X,horesrace,0.8128401705,0.6150605951,0.6459361687,102.0796875387,105.887088255,106.1876959248
X,horesrace,0.7288375015,0.1379612568,0.8090566553,92.2674419616,89.650302247,99.9501801679
X,horesrace,0.5044208637,0.3011455918,0.0040890537,103.1857006946,107.2544144989,96.1660759732
X,horesrace,0.6878107195,0.7609435234,0.280479141,98.2835813596,95.2978907376,98.0133190573
X,horesrace,0.1551518175,0.9739468116,0.9213972276,95.7448217117,102.6227694295,97.7145633515
X,horesrace,0.1985005566,0.7077245826,0.0982137851,96.9850990535,97.6125582212,99.9260819299
X,horesrace,0.2793248685,0.4205239795,0.0162861766,90.4217030233,97.3324784198,100.4879787605
X,horesrace,0.1623231354,0.0505173344,0.7502861887,88.9381126361,99.8956486462,113.9002503002
X,horesrace,0.6583503229,0.1654075328,0.8489572345,94.9219689518,101.9689298807,93.8197083637
X,horesrace,0.8729140023,0.256795554,0.398571074,108.8381596744,98.4355111061,102.806044027
X,horesrace,0.2001367181,0.8196371275,0.1126191996,111.6949266965,103.5621206096,100.3813678868
X,horesrace,0.5465906081,0.5501690747,0.721698262,101.7489409033,100.7416969843,98.4256511794
X,horesrace,0.6284297113,0.849008424,0.9356664608,104.3487474306,102.8317105865,95.8550035568
X,horesrace,0.8896136128,0.2146538012,0.9886996618,100.8184905512,99.0850713105,102.4825306971
X,horesrace,0.8861106385,0.8869325337,0.905482799,97.8821838657,96.3390303256,97.9233048603
X,horesrace,0.0479710635,0.5742644256,0.0570422346,105.7903534891,105.6368512589,101.2176276803
X,horesrace,0.8246197137,0.7835311678,0.9036243004,97.4397356602,101.052348163,97.0175014067
X,horesrace,0.1252322309,0.2071695386,0.6859003552,98.6382016273,99.3719772928,99.6755531319
X,horesrace,0.137739301,0.1122892387,0.033306635,96.4883551311,99.4382400274,98.8493935429
X,horesrace,0.1456394712,0.5767713478,0.9076434157,95.5694651478,95.0325105016,114.9440151844
X,horesrace,0.0926441136,0.521789975,0.39028856,94.9425088313,96.9969401095,97.9564565602
X,horesrace,0.5668374009,0.6165646047,0.8400814275,98.7107889804,90.0550239576,101.2340532438
X,horesrace,0.5015356124,0.4557720721,0.0481957176,96.4554607633,94.8240235465,99.8683926329
X,horesrace,0.5267381587,0.6212985867,0.7100939192,97.4038146667,104.190649456,86.2798508094
X,horesrace,0.0898566113,0.3071725965,0.6146731344,106.9881890846,109.7647660242,107.5954111307
X,horesrace,0.2306954495,0.7260273702,0.1916798623,110.0665807117,94.3340553774,101.1571939696
X,horesrace,0.3942261511,0.2073827256,0.4549739759,105.8952407247,94.9378273757,107.6492823254
X,horesrace,0.8021127742,0.3503544682,0.1239577106,88.1130329941,105.6332179273,98.122807238
X,horesrace,0.5586772123,0.2985537136,0.7651007546,98.6419160446,90.5442003588,100.7836894015
X,horesrace,0.9838465441,0.1712043642,0.8643483245,103.1066978988,99.2453182844,95.2222374478
X,horesrace,0.9354685375,0.7099314076,0.6587349612,102.8088859316,98.08611081,103.004221887
X,horesrace,0.3534950041,0.5837448286,0.0319768549,109.5334796031,86.6630318198,101.7889521395
X,horesrace,0.891092971,0.7314968696,0.9012498418,98.0337806964,98.8319347831,102.2064320357
X,horesrace,0.2281259336,0.6184794195,0.5036418673,105.4885862388,101.6945212822,102.0188925972
X,horesrace,0.6929989378,0.1760524407,0.9369768146,106.3907120125,99.2776188129,106.1701796434
X,horesrace,0.6607234166,0.3331087546,0.0123871029,100.2402786396,99.5778054848,107.1246013385
X,horesrace,0.0805509109,0.073844187,0.88698839,102.2280569928,104.5237516158,112.5738962496
X,horesrace,0.4233553456,0.3192363286,0.2839048519,105.5747075896,85.1608666369,96.8188630904
X,horesrace,0.7055008514,0.2556759145,0.2402948884,108.5421839884,100.5004313502,106.8512436724
X,horesrace,0.9197018358,0.1174797104,0.7234267334,106.5785235997,98.2712068477,109.4444994575
X,horesrace,0.6387495878,0.64119529,0.0149784009,91.512791812,92.6296230086,102.9546118874
X,horesrace,0.6742060015,0.8259729289,0.1512131821,104.5600072575,104.1226719011,111.7467922163
X,horesrace,0.7543596402,0.5605461195,0.2901546347,97.0937955044,98.504161598,99.3289071158
X,horesrace,0.5973239813,0.3805758359,0.645858922,105.920727041,95.1098221246,106.4853844582
X,horesrace,0.4822238034,0.910879632,0.7786806994,103.5185518573,114.8592893848,96.5996395175
X,horesrace,0.8468089718,0.2472179665,0.3411352097,105.8448386312,101.1064009821,95.8251163042
X,horesrace,0.4751681648,0.7867277486,0.4484877135,96.502976615,97.5635353015,96.8609065853
X,horesrace,0.524966521,0.5839050279,0.9651116449,102.7700583564,93.1831227976,107.3501963211
X,horesrace,0.5474840724,0.5024961645,0.8276665297,103.1681964658,94.8324782766,101.1002115127
X,horesrace,0.4898144554,0.1420048003,0.6935977452,99.2723299974,108.9005991351,89.6045736021
X,horesrace,0.5915248569,0.9030063676,0.209502134,90.3660807655,110.37894956,104.4226449641
X,horesrace,0.6123629317,0.0991621141,0.3782109548,100.2643960644,97.3206013727,96.3487037588
X,horesrace,0.8050437886,0.2151866539,0.7453974343,100.1561878271,104.5424380185,92.8369942207
X,horesrace,0.6611740338,0.7904990201,0.3261354817,102.2364397998,102.0793276093,94.0834095999
X,horesrace,0.801765536,0.8627126855,0.7124976835,97.1510727962,92.8995006986,93.0793706208
X,horesrace,0.9306915419,0.7148912807,0.0572166385,113.7960016545,91.8304970113,103.2580469391
